FID,Point_Number,Longitude,Latitude,Location,Commune_Name,Commune_Code,Wilaya_Name,Wilaya_Code
296,2,9.546469539145107,28.026021800588023,In Amenas,In Amenas,33000,Illizi,33
297,1,8.835615052806133,27.40751324622034,Illizi,Illizi,33000,Illizi,33
297,2,9.123898524368146,27.889827791066025,In Amenas,In Amenas,22300,Illizi,33
297,3,9.55593729396844,28.022951650348222,In Amenas,In Amenas,33000,Illizi,33
298,1,9.562893195820038,28.026704044205943,In Amenas,In Amenas,33000,Illizi,33
298,2,9.804031113485564,28.060128686275064,In Amenas,In Amenas,22300,Illizi,33
299,1,9.75949402132198,28.92048856792833,Alrar,Alrar,33000,Illizi,33
299,2,9.475751207400949,28.91626039678604,Debdeb,Debdeb,33200,Illizi,33
300,1,9.660059918823949,29.109298628529213,Debdeb,Debdeb,33000,Illizi,33
300,2,9.456604225794932,29.109298628529213,Debdeb,Debdeb,33200,Illizi,33
301,1,9.891285842702985,27.786696763089505,In Amenas,In Amenas,33000,Illizi,33
301,2,9.561300886052605,28.021848222784747,In Amenas,In Amenas,33000,Illizi,33
302,1,9.891285842702986,27.781490169235514,In Amenas,In Amenas,33000,Illizi,33
302,2,9.55373435179132,27.513387156682377,In Amenas,In Amenas,22300,Illizi,33
302,3,9.630240418334385,27.26294027117502,Illizi,Illizi,33000,Illizi,33
303,1,5.986428822287054,31.88388913399061,Hassi Ben Abdellah,Hassi Ben Abdellah,30000,Ouargla,30
303,2,6.701308652990974,32.52346531408197,Benaceur,Benaceur,55000,Touggourt,55
304,1,6.477780626431127,32.13425229622172,Hassi Messaoud,Hassi Messaoud,30000,Ouargla,30
304,2,5.993207175502675,31.88388913399061,Hassi Messaoud,Hassi Messaoud,30000,Ouargla,30
305,1,6.959299878393153,36.864861473914566,Skikda,Skikda,21000,Skikda,21
305,2,5.461441409533564,35.243906791462706,Tilatou,Tilatou,05000,Batna,05
305,3,5.588180854587221,35.17177929596697,El Kantara,El Kantara,07000,Biskra,07
305,4,5.783334378791551,34.860125956971714,Chetma,Chetma,07024,Biskra,07
305,5,5.985739163759717,31.89739046737063,Hassi Ben Abdellah,Hassi Ben Abdellah,30000,Ouargla,30
306,1,6.013483122717616,31.870352352936568,Hassi Messaoud,Hassi Messaoud,30000,Ouargla,30
306,2,6.37671616565251,30.847276970915463,Hassi Messaoud,Hassi Messaoud,30000,Ouargla,30
306,3,6.660342965243274,30.06134727253117,Burj Umar Idris,Burj Umar Idris,33003,Illizi,33
306,4,7.689214254201886,30.1955056623222,Debdeb,Debdeb,33000,Illizi,33
307,1,6.660342965243274,30.06134727253117,Burj Umar Idris,Burj Umar Idris,33003,Illizi,33
307,2,6.681490836565272,30.000407195506945,Burj Umar Idris,Burj Umar Idris,33003,Illizi,33
307,3,7.687189615191924,28.97180702603601,Burj Umar Idris,Burj Umar Idris,33003,Illizi,33
307,4,8.883115789410283,28.714719284646048,In Amenas,In Amenas,33000,Illizi,33
308,1,9.116436960763563,27.934760696403607,In Amenas,In Amenas,22300,Illizi,33
308,2,9.54495106460905,28.02763029725129,In Amenas,In Amenas,33000,Illizi,33
309,1,9.54175893303784,28.02997840707833,In Amenas,In Amenas,33000,Illizi,33
309,2,8.881460609843884,28.703364848598504,In Amenas,In Amenas,33000,Illizi,33
310,1,4.587422983130807,34.268176155955544,Ras El Miaad,Ras El Miaad,51000,Ouled Djellal,51
310,2,5.370559256236617,34.47895213810394,Lioua,Lioua,07310,Biskra,07
310,3,6.219429794556616,34.5888130188633,Ain Naga,Ain Naga,07000,Biskra,07
310,4,8.241113110094089,34.68978024405331,Bir El Ater,Bir El Ater,12000,Tébessa,12
